,citypair,sum_departures_performed,sum_departures_scheduled,passengers,seats,avg_fuel_price,avg_stock_price,total_operating_expense,revenue,Aircraft_Unit_Cost ($ millions USD),Aircraft_Inverse_Age 1/age (1/yrs),Number_of_Cancellations,Proportion of Seats filled,Aircraft Age (yrs),Origin_Airport_Code,Destination_Airport_Code,origin_airport_type,origin_lat,origin_long,origin_city,dest_airport_type,dest_lat,dest_long,dest_city,Route_Distance,origin_population,origin_density,dest_population,dest_density,score
144,DEN-MKE,346,369,44759,51110,56.17839474,53.09084185,18874153,21356,74,0.090909091,23,0.875738603,11,DEN,MKE,large_airport,39.86169815,-104.6729965,Denver,large_airport,42.94720078,-87.89659882,Milwaukee,895.6329093,2650725,1805.7,1340981,2379,21.39306324
145,DEN-MSP,473,519,58362,69463,57.42754359,52.84299508,19171330,22116,74,0.090909091,46,0.840188302,11,DEN,MSP,large_airport,39.86169815,-104.6729965,Denver,large_airport,44.882,-93.221802,Minneapolis,679.900867,2650725,1805.7,2856952,3035.5,19.77624136
146,DEN-MSY,287,298,40099,46321,56.92788405,52.94213379,23815574,27265,74,0.090909091,11,0.865676475,11,DEN,MSY,large_airport,39.86169815,-104.6729965,Denver,large_airport,29.99340057,-90.25800323,New Orleans,1061.736724,2650725,1805.7,925443,891.2,26.53464922
147,DEN-OAK,531,555,65953,84669,56.92788405,52.94213379,23815574,27265,74,0.090909091,24,0.778950974,11,DEN,OAK,large_airport,39.86169815,-104.6729965,Denver,large_airport,37.721298,-122.221001,Oakland,957.1574387,2650725,1805.7,437548,2917.1,21.77472001
148,DEN-OKC,330,339,39909,48758,57.42754359,52.84299508,19171330,22116,74,0.090909091,9,0.818511834,11,DEN,OKC,large_airport,39.86169815,-104.6729965,Denver,medium_airport,35.393101,-97.6007,Oklahoma City,495.1544338,2650725,1805.7,994284,413.7,25.67732096
149,DEN-OMA,332,347,41944,47476,57.42754359,52.84299508,9585665,11058,74,0.090909091,15,0.883477968,11,DEN,OMA,large_airport,39.86169815,-104.6729965,Denver,medium_airport,41.3032,-95.894096,Omaha,472.2018029,2650725,1805.7,806485,1299.2,24.04811007
150,DEN-ONT,155,157,19700,24469,54.9292459,53.33868862,9288488,10298,74,0.090909091,2,0.805100331,11,DEN,ONT,large_airport,39.86169815,-104.6729965,Denver,large_airport,34.05599976,-117.6009979,Ontario,818.6204502,2650725,1805.7,175223,1376.8,25.03258869
151,DEN-PDX,437,451,60501,70395,57.42754359,52.84299508,19171330,22116,74,0.090909091,14,0.859450245,11,DEN,PDX,large_airport,39.86169815,-104.6729965,Denver,large_airport,45.58869934,-122.5979996,Portland,991.3935539,2650725,1805.7,2036875,1881.6,26.82371685
152,DEN-PHL,212,239,32721,35948,58.26030948,52.6777639,14527086,16967,74,0.090909091,27,0.910231445,11,DEN,PHL,large_airport,39.86169815,-104.6729965,Denver,large_airport,39.87189865,-75.2410965,Philadelphia,1557.554326,2650725,1805.7,5512873,4544.9,22.9121761
153,DEN-PHX,1275,1325,173401,196789,56.92788405,52.94213379,23815574,27265,74,0.090909091,50,0.881151894,11,DEN,PHX,large_airport,39.86169815,-104.6729965,Denver,large_airport,33.435302,-112.005905,Phoenix,601.5174838,2650725,1805.7,4047095,1251.8,28.17189687
154,DEN-PIT,118,120,17057,20650,57.42754359,52.84299508,9585665,11058,74,0.090909091,2,0.826004843,11,DEN,PIT,large_airport,39.86169815,-104.6729965,Denver,large_airport,40.49150085,-80.23290253,Pittsburgh,1290.065839,2650725,1805.7,1720279,2100.7,25.90661193
155,DEN-RDU,158,162,23384,26498,56.59477769,53.00822626,14229909,16207,74,0.090909091,4,0.882481697,11,DEN,RDU,large_airport,39.86169815,-104.6729965,Denver,large_airport,35.87760162,-78.78749847,Raleigh/Durham,1436.368892,2650725,1805.7,110943,,27.25465557
156,DEN-RNO,168,171,20031,24760,56.59477769,53.00822626,14229909,16207,74,0.090909091,3,0.809006462,11,DEN,RNO,large_airport,39.86169815,-104.6729965,Denver,large_airport,39.49909973,-119.7679977,Reno,804.1144948,2650725,1805.7,463328,889.9,25.62493526
157,DEN-SAN,651,669,86993,96101,56.17839474,53.09084185,18874153,21356,74,0.090909091,18,0.905224712,11,DEN,SAN,large_airport,39.86169815,-104.6729965,Denver,large_airport,32.73360062,-117.1900024,San Diego,852.8168082,2650725,1805.7,3084174,1675.9,29.84397758
158,DEN-SAT,202,222,28279,32438,56.59477769,53.00822626,14229909,16207,74,0.090909091,20,0.871786177,11,DEN,SAT,large_airport,39.86169815,-104.6729965,Denver,large_airport,29.533701,-98.469803,San Antonio,794.1704739,2650725,1805.7,1910785,1633.5,19.70588386
159,DEN-SDF,96,99,12244,14432,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.848392461,11,DEN,SDF,large_airport,39.86169815,-104.6729965,Denver,large_airport,38.1744,-85.736,Louisville,1023.74426,2650725,1805.7,1022630,936.9,23.96051579
160,DEN-SEA,310,321,46173,52010,56.92788405,52.94213379,23815574,27265,74,0.090909091,11,0.887771582,11,DEN,SEA,large_airport,39.86169815,-104.6729965,Denver,large_airport,47.449162,-122.311134,Seattle,1024.123995,2650725,1805.7,3438221,3412.2,28.69438528
161,DEN-SFO,279,294,39521,44025,56.59477769,53.00822626,14229909,16207,74,0.090909091,15,0.897694492,11,DEN,SFO,large_airport,39.86169815,-104.6729965,Denver,large_airport,37.61899948,-122.375,San Francisco,967.0971317,2650725,1805.7,3290197,7199.4,23.3947746
162,DEN-SJC,309,325,41582,50043,56.17839474,53.09084185,18874153,21356,74,0.090909091,16,0.830925404,11,DEN,SJC,large_airport,39.86169815,-104.6729965,Denver,large_airport,37.362452,-121.929188,San Jose,948.1084839,2650725,1805.7,1729879,2229,20.70383696
163,DEN-SLC,670,692,83639,96610,56.17839474,53.09084185,18874153,21356,74,0.090909091,22,0.865738536,11,DEN,SLC,large_airport,39.86169815,-104.6729965,Denver,large_airport,40.785749,-111.979746,Salt Lake City,390.9791179,2650725,1805.7,1135344,700.3,27.20235287
164,DEN-SMF,407,431,54739,65465,56.17839474,53.09084185,18874153,21356,74,0.090909091,24,0.836156725,11,DEN,SMF,large_airport,39.86169815,-104.6729965,Denver,large_airport,38.69540024,-121.5910034,Sacramento,909.2591418,2650725,1805.7,1924167,1971.3,20.07031629
165,DEN-SNA,497,510,63947,71071,57.42754359,52.84299508,9585665,11058,74,0.090909091,13,0.89976221,11,DEN,SNA,large_airport,39.86169815,-104.6729965,Denver,large_airport,33.675701,-117.867996,Santa Ana,845.9001939,2650725,1805.7,313818,4690.9,27.43618732
166,DEN-STL,554,569,76112,87542,56.92788405,52.94213379,23815574,27265,74,0.090909091,15,0.8694341,11,DEN,STL,large_airport,39.86169815,-104.6729965,Denver,large_airport,38.748697,-90.370003,St Louis,769.573023,2650725,1805.7,300887,,28.2858935
167,DEN-TPA,341,358,51449,56283,56.92788405,52.94213379,23815574,27265,74,0.090909091,17,0.914112609,11,DEN,TPA,large_airport,39.86169815,-104.6729965,Denver,large_airport,27.97550011,-82.53320313,Tampa,1506.473096,2650725,1805.7,2683956,1340.7,27.69731243
168,DEN-TUL,214,218,25206,30602,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.823671655,11,DEN,TUL,large_airport,39.86169815,-104.6729965,Denver,large_airport,36.19839859,-95.88809967,Tulsa,541.4127221,2650725,1805.7,715983,785.8,25.51281734
169,DEN-TUS,152,157,18760,21736,54.9292459,53.33868862,4644244,5149,74,0.090909091,5,0.863084284,11,DEN,TUS,large_airport,39.86169815,-104.6729965,Denver,medium_airport,32.115004,-110.938053,Tucson,638.7359935,2650725,1805.7,875284,873.6,21.64598971
170,DSM-LAS,68,69,10424,11900,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.875966387,11,DSM,LAS,medium_airport,41.534,-93.663101,Des Moines,large_airport,36.083361,-115.151817,Las Vegas,1215.4174,514654,1926,2150373,1754.7,25.54375221
171,DTW-BWI,209,234,22202,30335,56.59477769,53.00822626,14229909,16207,74,0.090909091,25,0.731893852,11,DTW,BWI,large_airport,42.21239853,-83.35340118,Detroit,large_airport,39.1754,-76.668297,Baltimore,408.7006859,3522856,1871.2,2205092,2872.8,14.98275047
172,DTW-DEN,139,161,19307,21893,57.42754359,52.84299508,19171330,22116,74,0.090909091,22,0.881880053,11,DTW,DEN,large_airport,42.21239853,-83.35340118,Detroit,large_airport,39.86169815,-104.6729965,Denver,1122.680464,3522856,1871.2,2650725,1805.7,21.23140428
173,DTW-LAS,61,67,8294,8723,54.9292459,53.33868862,4644244,5149,74,0.090909091,6,0.950819672,11,DTW,LAS,large_airport,42.21239853,-83.35340118,Detroit,large_airport,36.083361,-115.151817,Las Vegas,1748.592774,3522856,1871.2,2150373,1754.7,22.48026898
174,DTW-MCO,11,12,1471,1573,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.935155753,11,DTW,MCO,large_airport,42.21239853,-83.35340118,Detroit,large_airport,28.42939949,-81.30899811,Orlando,957.1114129,3522856,1871.2,1927699,992,20.8685552
175,DTW-MDW,386,414,41597,55486,58.26030948,52.6777639,14527086,16967,74,0.090909091,28,0.749684605,11,DTW,MDW,large_airport,42.21239853,-83.35340118,Detroit,large_airport,41.785999,-87.752403,Chicago,228.3458309,3522856,1871.2,8595181,4576.6,19.07242836
176,ECP-BWI,33,35,3647,4719,57.42754359,52.84299508,9585665,11058,74,0.090909091,2,0.772833227,11,ECP,BWI,medium_airport,30.357106,-85.795414,Panama City Beach,large_airport,39.1754,-76.668297,Baltimore,798.4862582,17882,254.7,2205092,2872.8,15.20229491
177,ELP-DEN,112,116,11807,16432,56.59477769,53.00822626,14229909,16207,74,0.090909091,4,0.718537001,11,ELP,DEN,medium_airport,31.80719948,-106.3779984,El Paso,large_airport,39.86169815,-104.6729965,Denver,563.4739085,794344,1015.8,2650725,1805.7,19.54551655
178,ELP-LAS,177,181,19186,25311,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.758010351,11,ELP,LAS,medium_airport,31.80719948,-106.3779984,El Paso,large_airport,36.083361,-115.151817,Las Vegas,583.4662698,794344,1015.8,2150373,1754.7,21.71472959
179,ELP-SAT,54,56,5203,7722,59.92584127,52.34730154,4941421,5909,74,0.090909091,2,0.673789174,11,ELP,SAT,medium_airport,31.80719948,-106.3779984,El Paso,large_airport,29.533701,-98.469803,San Antonio,496.1152134,794344,1015.8,1910785,1633.5,15.81037394
180,EWR-DEN,149,178,19360,24443,56.59477769,53.00822626,14229909,16207,74,0.090909091,29,0.792046803,11,EWR,DEN,large_airport,40.692501,-74.168701,Newark,large_airport,39.86169815,-104.6729965,Denver,1604.936286,306247,4508.4,2650725,1805.7,14.97713965
181,EWR-MCO,16,17,2120,2288,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.926573427,11,EWR,MCO,large_airport,40.692501,-74.168701,Newark,large_airport,28.42939949,-81.30899811,Orlando,937.408689,306247,4508.4,1927699,992,20.18139147
182,FLL-BWI,1057,1097,132256,162127,56.92788405,52.94213379,23815574,27265,74,0.090909091,40,0.81575555,11,FLL,BWI,large_airport,26.072599,-80.152702,Fort Lauderdale,large_airport,39.1754,-76.668297,Baltimore,925.2746669,182247,2029.7,2205092,2872.8,23.97251367
183,FLL-DEN,227,237,35093,38573,56.59477769,53.00822626,14229909,16207,74,0.090909091,10,0.909781453,11,FLL,DEN,large_airport,26.072599,-80.152702,Fort Lauderdale,large_airport,39.86169815,-104.6729965,Denver,1703.041587,182247,2029.7,2650725,1805.7,26.27409115
184,FLL-LAS,74,75,12186,12950,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.941003861,11,FLL,LAS,large_airport,26.072599,-80.152702,Fort Lauderdale,large_airport,36.083361,-115.151817,Las Vegas,2173.201031,182247,2029.7,2150373,1754.7,30.92104536
185,FLL-MCO,523,548,56345,77157,57.42754359,52.84299508,19171330,22116,74,0.090909091,25,0.730264266,11,FLL,MCO,large_airport,26.072599,-80.152702,Fort Lauderdale,large_airport,28.42939949,-81.30899811,Orlando,177.1830352,182247,2029.7,1927699,992,21.36878525
186,FLL-MDW,457,488,65540,71623,56.92788405,52.94213379,23815574,27265,74,0.090909091,31,0.915069182,11,FLL,MDW,large_airport,26.072599,-80.152702,Fort Lauderdale,large_airport,41.785999,-87.752403,Chicago,1166.492768,182247,2029.7,8595181,4576.6,25.74431964
187,FLL-SAT,23,24,3102,3289,59.92584127,52.34730154,4941421,5909,74,0.090909091,1,0.943143813,11,FLL,SAT,large_airport,26.072599,-80.152702,Fort Lauderdale,large_airport,29.533701,-98.469803,San Antonio,1145.265804,182247,2029.7,1910785,1633.5,27.01153984
188,GEG-DEN,203,208,26725,34725,56.59477769,53.00822626,14229909,16207,74,0.090909091,5,0.769618431,11,GEG,DEN,medium_airport,47.6199,-117.533997,Spokane,large_airport,39.86169815,-104.6729965,Denver,835.5150626,440270,1230.8,2650725,1805.7,22.56124787
189,GEG-LAS,121,122,14295,17303,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.826157314,11,GEG,LAS,medium_airport,47.6199,-117.533997,Spokane,large_airport,36.083361,-115.151817,Las Vegas,805.5320661,440270,1230.8,2150373,1754.7,26.39434786
190,GRR-BWI,102,107,11084,14586,57.42754359,52.84299508,9585665,11058,74,0.090909091,5,0.75990676,11,GRR,BWI,medium_airport,42.88079834,-85.52279663,Grand Rapids,large_airport,39.1754,-76.668297,Baltimore,528.2532701,604311,1719.6,2205092,2872.8,17.63065612
191,GRR-DEN,54,57,6008,7722,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.778036778,11,GRR,DEN,medium_airport,42.88079834,-85.52279663,Grand Rapids,large_airport,39.86169815,-104.6729965,Denver,1014.717821,604311,1719.6,2650725,1805.7,15.95069198
192,GRR-MCO,71,76,9249,10153,54.9292459,53.33868862,4644244,5149,74,0.090909091,5,0.910962277,11,GRR,MCO,medium_airport,42.88079834,-85.52279663,Grand Rapids,large_airport,28.42939949,-81.30899811,Orlando,1023.784177,604311,1719.6,1927699,992,18.34531081
193,GRR-MDW,246,272,28427,37002,56.59477769,53.00822626,14229909,16207,74,0.090909091,26,0.76825577,11,GRR,MDW,medium_airport,42.88079834,-85.52279663,Grand Rapids,large_airport,41.785999,-87.752403,Chicago,136.9135959,604311,1719.6,8595181,4576.6,18.97324977
194,HOU-BWI,363,394,53262,61349,56.92788405,52.94213379,23815574,27265,74,0.090909091,31,0.86818041,11,HOU,BWI,medium_airport,29.645399,-95.2789,Houston,large_airport,39.1754,-76.668297,Baltimore,1245.943788,5650910,1394.6,2205092,2872.8,20.81873415
195,HOU-DEN,708,741,99844,113916,56.92788405,52.94213379,23815574,27265,74,0.090909091,33,0.876470382,11,HOU,DEN,medium_airport,29.645399,-95.2789,Houston,large_airport,39.86169815,-104.6729965,Denver,882.9169527,5650910,1394.6,2650725,1805.7,25.59177766
196,HOU-LAS,566,593,81056,90922,56.92788405,52.94213379,23815574,27265,74,0.090909091,27,0.891489409,11,HOU,LAS,medium_airport,29.645399,-95.2789,Houston,large_airport,36.083361,-115.151817,Las Vegas,1235.100295,5650910,1394.6,2150373,1754.7,25.98121616
197,HOU-MCO,277,298,40720,46971,58.26030948,52.6777639,14527086,16967,74,0.090909091,21,0.866917886,11,HOU,MCO,medium_airport,29.645399,-95.2789,Houston,large_airport,28.42939949,-81.30899811,Orlando,849.1270062,5650910,1394.6,1927699,992,19.75921147
198,HOU-MDW,693,750,87505,107611,56.92788405,52.94213379,23815574,27265,74,0.090909091,57,0.813160365,11,HOU,MDW,medium_airport,29.645399,-95.2789,Houston,large_airport,41.785999,-87.752403,Chicago,936.957934,5650910,1394.6,8595181,4576.6,19.81207388
199,HOU-SAT,543,561,59179,80881,56.59477769,53.00822626,14229909,16207,74,0.090909091,18,0.731679875,11,HOU,SAT,medium_airport,29.645399,-95.2789,Houston,large_airport,29.533701,-98.469803,San Antonio,192.2369799,5650910,1394.6,1910785,1633.5,22.09816288
200,IAD-DEN,218,223,28729,36166,56.59477769,53.00822626,14229909,16207,74,0.090909091,5,0.794364873,11,IAD,DEN,large_airport,38.9445,-77.455803,Dulles,large_airport,39.86169815,-104.6729965,Denver,1452.419089,60534,,2650725,1805.7,23.68985405
201,IAD-MCO,21,22,2575,3003,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.857475857,11,IAD,MCO,large_airport,38.9445,-77.455803,Dulles,large_airport,28.42939949,-81.30899811,Orlando,757.7370298,60534,,1927699,992,18.71614889
202,ICT-LAS,89,91,11286,12727,57.42754359,52.84299508,9585665,11058,74,0.090909091,2,0.886776145,11,ICT,LAS,medium_airport,37.649899,-97.433098,Wichita,large_airport,36.083361,-115.151817,Las Vegas,986.1544189,491916,930.9,2150373,1754.7,26.93446082
203,IND-BWI,260,280,33649,41244,56.92788405,52.94213379,23815574,27265,74,0.090909091,20,0.815852003,11,IND,BWI,large_airport,39.7173,-86.294403,Indianapolis,large_airport,39.1754,-76.668297,Baltimore,515.9800965,1659305,928.2,2205092,2872.8,19.72954618
204,IND-DEN,279,297,39316,45113,56.59477769,53.00822626,14229909,16207,74,0.090909091,18,0.871500454,11,IND,DEN,large_airport,39.7173,-86.294403,Indianapolis,large_airport,39.86169815,-104.6729965,Denver,976.5024851,1659305,928.2,2650725,1805.7,20.58814097
205,IND-LAS,190,202,27845,31650,57.42754359,52.84299508,9585665,11058,74,0.090909091,12,0.879778831,11,IND,LAS,large_airport,39.7173,-86.294403,Indianapolis,large_airport,36.083361,-115.151817,Las Vegas,1589.813779,1659305,928.2,2150373,1754.7,20.07453669
206,IND-MCO,436,449,55624,65164,56.59477769,53.00822626,14229909,16207,74,0.090909091,13,0.853600147,11,IND,MCO,large_airport,39.7173,-86.294403,Indianapolis,large_airport,28.42939949,-81.30899811,Orlando,828.5177792,1659305,928.2,1927699,992,25.34976163
207,IND-MDW,89,90,9779,12727,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.768366465,11,IND,MDW,large_airport,39.7173,-86.294403,Indianapolis,large_airport,41.785999,-87.752403,Chicago,161.9497938,1659305,928.2,8595181,4576.6,26.84963669
208,ISP-BWI,444,467,40323,64708,57.42754359,52.84299508,19171330,22116,74,0.090909091,23,0.623153242,11,ISP,BWI,medium_airport,40.79520035,-73.10019684,Islip,large_airport,39.1754,-76.668297,Baltimore,219.8580968,17853,,2205092,2872.8,16.21178021
209,ISP-MCO,288,294,36388,44480,57.42754359,52.84299508,19171330,22116,74,0.090909091,6,0.81807554,11,ISP,MCO,medium_airport,40.79520035,-73.10019684,Islip,large_airport,28.42939949,-81.30899811,Orlando,971.2082508,17853,,1927699,992,26.03775332
210,JAX-BWI,385,400,46795,57551,57.42754359,52.84299508,19171330,22116,74,0.090909091,15,0.813104898,11,JAX,BWI,large_airport,30.49410057,-81.68789673,Jacksonville,large_airport,39.1754,-76.668297,Baltimore,662.663311,1220191,686.6,2205092,2872.8,23.68323558
211,JAX-DEN,59,62,8914,9717,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.917361326,11,JAX,DEN,large_airport,30.49410057,-81.68789673,Jacksonville,large_airport,39.86169815,-104.6729965,Denver,1446.561767,1220191,686.6,2650725,1805.7,24.05587466
212,JAX-MDW,77,80,9219,11011,54.9292459,53.33868862,4644244,5149,74,0.090909091,3,0.837253655,11,JAX,MDW,large_airport,30.49410057,-81.68789673,Jacksonville,large_airport,41.785999,-87.752403,Chicago,848.6384338,1220191,686.6,8595181,4576.6,20.69433523
213,LAS-ABQ,299,302,33640,43973,54.9292459,53.33868862,9288488,10298,74,0.090909091,3,0.765014896,11,LAS,ABQ,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,35.040199,-106.609001,Albuquerque,486.4241103,2150373,1754.7,765693,1155.5,25.20976442
214,LAS-AMA,85,86,7694,12155,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.632990539,11,LAS,AMA,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,35.219398,-101.706001,Amarillo,758.3377018,2150373,1754.7,204357,748,18.35982162
215,LAS-ATL,337,362,51757,56927,56.17839474,53.09084185,18874153,21356,74,0.090909091,25,0.909181935,11,LAS,ATL,large_airport,36.083361,-115.151817,Las Vegas,large_airport,33.6367,-84.428101,Atlanta,1746.603687,2150373,1754.7,5046555,1419.9,23.69711741
216,LAS-AUS,290,294,39046,42046,58.26030948,52.6777639,14527086,16967,74,0.090909091,4,0.928649574,11,LAS,AUS,large_airport,36.083361,-115.151817,Las Vegas,large_airport,30.197535,-97.662015,Austin,1090.077673,2150373,1754.7,1659251,1165.6,34.39539052
217,LAS-BHM,67,68,7852,9581,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.81953867,11,LAS,BHM,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,33.562901,-86.753502,Birmingham,1617.881136,2150373,1754.7,704676,1713.4,22.8106952
218,LAS-BNA,298,311,38217,46934,56.59477769,53.00822626,14229909,16207,74,0.090909091,13,0.814271104,11,LAS,BNA,large_airport,36.083361,-115.151817,Las Vegas,large_airport,36.12450027,-86.67819977,Nashville,1587.365125,2150373,1754.7,1098486,541.3,21.48041979
219,LAS-BUF,102,108,14299,16730,54.9292459,53.33868862,9288488,10298,74,0.090909091,6,0.85469217,11,LAS,BUF,large_airport,36.083361,-115.151817,Las Vegas,large_airport,42.94049835,-78.73220062,Buffalo,1986.187306,2150373,1754.7,1004655,2446.1,17.83819086
220,LAS-BUR,985,1038,101431,141719,56.59477769,53.00822626,14229909,16207,74,0.090909091,53,0.715719134,11,LAS,BUR,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,34.197703,-118.356378,Burbank,223.1963074,2150373,1754.7,107364,2634.1,17.04342272
221,LAS-BWI,433,475,68274,73983,56.92788405,52.94213379,23815574,27265,74,0.090909091,42,0.922833624,11,LAS,BWI,large_airport,36.083361,-115.151817,Las Vegas,large_airport,39.1754,-76.668297,Baltimore,2105.741207,2150373,1754.7,2205092,2872.8,24.83661346
222,LAS-CLE,32,33,4330,4576,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.946241259,11,LAS,CLE,large_airport,36.083361,-115.151817,Las Vegas,large_airport,41.4117012,-81.84980011,Cleveland,1824.285554,2150373,1754.7,1683059,1904,28.12492153
223,LAS-CMH,120,128,19264,21000,57.42754359,52.84299508,9585665,11058,74,0.090909091,8,0.917333333,11,LAS,CMH,large_airport,36.083361,-115.151817,Las Vegas,large_airport,39.998001,-82.891899,Columbus,1770.402838,2150373,1754.7,1556848,1559.5,22.3496507
224,LAS-DAL,428,452,62923,72084,57.42754359,52.84299508,19171330,22116,74,0.090909091,24,0.872912158,11,LAS,DAL,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,32.847099,-96.851799,Dallas,1066.576044,2150373,1754.7,5668165,1522.2,21.9093088
225,LAS-DEN,1051,1088,141338,165813,56.92788405,52.94213379,23815574,27265,74,0.090909091,37,0.852393962,11,LAS,DEN,large_airport,36.083361,-115.151817,Las Vegas,large_airport,39.86169815,-104.6729965,Denver,628.1218303,2150373,1754.7,2650725,1805.7,26.85054317
226,LAS-DSM,77,80,10921,12547,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.870407269,11,LAS,DSM,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,41.534,-93.663101,Des Moines,1215.4174,2150373,1754.7,514654,1926,23.41792598
227,LAS-DTW,79,84,11655,12833,54.9292459,53.33868862,9288488,10298,74,0.090909091,5,0.908205408,11,LAS,DTW,large_airport,36.083361,-115.151817,Las Vegas,large_airport,42.21239853,-83.35340118,Detroit,1748.592774,2150373,1754.7,3522856,1871.2,21.2282853
228,LAS-ELP,178,183,19296,28366,54.9292459,53.33868862,13932732,15447,74,0.090909091,5,0.680251005,11,LAS,ELP,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,31.80719948,-106.3779984,El Paso,583.4662698,2150373,1754.7,794344,1015.8,18.55161309
229,LAS-FLL,96,98,15215,16256,57.42754359,52.84299508,9585665,11058,74,0.090909091,2,0.935962106,11,LAS,FLL,large_airport,36.083361,-115.151817,Las Vegas,large_airport,26.072599,-80.152702,Fort Lauderdale,2173.201031,2150373,1754.7,182247,2029.7,31.06625811
230,LAS-GEG,147,149,18034,25725,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.701030126,11,LAS,GEG,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,47.6199,-117.533997,Spokane,805.5320661,2150373,1754.7,440270,1230.8,19.42028342
231,LAS-HOU,570,591,82734,92262,56.92788405,52.94213379,23815574,27265,74,0.090909091,21,0.896728881,11,LAS,HOU,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,29.645399,-95.2789,Houston,1235.100295,2150373,1754.7,5650910,1394.6,28.00462203
232,LAS-ICT,88,90,10920,12584,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.867768595,11,LAS,ICT,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,37.649899,-97.433098,Wichita,986.1544189,2150373,1754.7,491916,930.9,23.10573158
233,LAS-IND,157,168,21618,26259,56.59477769,53.00822626,14229909,16207,74,0.090909091,11,0.823260596,11,LAS,IND,large_airport,36.083361,-115.151817,Las Vegas,large_airport,39.7173,-86.294403,Indianapolis,1589.813779,2150373,1754.7,1659305,928.2,17.90031719
234,LAS-LAX,1098,1124,136371,161398,56.17839474,53.09084185,18874153,21356,74,0.090909091,26,0.844936121,11,LAS,LAX,large_airport,36.083361,-115.151817,Las Vegas,large_airport,33.942501,-118.407997,Los Angeles,236.3722266,2150373,1754.7,12121244,3267.6,30.09505737
235,LAS-LBB,87,89,9848,12441,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.79157624,11,LAS,LBB,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,33.663601,-101.822998,Lubbock,774.6956836,2150373,1754.7,259946,736.6,19.86860273
236,LAS-LGB,265,268,30263,37895,54.9292459,53.33868862,4644244,5149,74,0.090909091,3,0.798601399,11,LAS,LGB,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,33.816523,-118.149891,Long Beach,231.0049826,2150373,1754.7,466565,5828.1,25.60063003
237,LAS-LIT,40,41,5317,5720,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.929545455,11,LAS,LIT,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,34.729582,-92.223728,Little Rock,1294.470087,2150373,1754.7,457379,637,26.83297102
238,LAS-MAF,133,137,14364,19179,56.59477769,53.00822626,14229909,16207,74,0.090909091,4,0.748944158,11,LAS,MAF,large_airport,36.083361,-115.151817,Las Vegas,medium_airport,31.942499,-102.202003,Midland,795.365048,2150373,1754.7,130765,1209.9,20.79648238
239,LAS-MCI,419,435,54147,63725,56.59477769,53.00822626,14229909,16207,74,0.090909091,16,0.849697921,11,LAS,MCI,large_airport,36.083361,-115.151817,Las Vegas,large_airport,39.2976,-94.713898,Kansas City,1139.230254,2150373,1754.7,1644497,602.6,23.95347088
240,LAS-MCO,223,244,33921,36753,56.92788405,52.94213379,23815574,27265,74,0.090909091,21,0.922945066,11,LAS,MCO,large_airport,36.083361,-115.151817,Las Vegas,large_airport,28.42939949,-81.30899811,Orlando,2039.24624,2150373,1754.7,1927699,992,24.83034983
241,LAS-MDW,798,892,118554,133762,57.42754359,52.84299508,19171330,22116,74,0.090909091,94,0.886305528,11,LAS,MDW,large_airport,36.083361,-115.151817,Las Vegas,large_airport,41.785999,-87.752403,Chicago,1520.51221,2150373,1754.7,8595181,4576.6,22.33671733
242,LAS-MKE,182,211,26064,31850,57.42754359,52.84299508,9585665,11058,74,0.090909091,29,0.81833595,11,LAS,MKE,large_airport,36.083361,-115.151817,Las Vegas,large_airport,42.94720078,-87.89659882,Milwaukee,1523.529324,2150373,1754.7,1340981,2379,15.41307319
